date	product review	name
05.21   Danish imports salmon belly 200g    味道不错，快递迅速，到时冰块还是硬邦邦的，吃了一半，感觉鱼腩没有中段好吃。   Anne Pryor
06.02   Danish imports salmon belly 200g    买了三块 有一块和另两块口感完全不一样 软软绵绵没有弹性 另外两块还可以    Annie Thurman
06.05   Danish imports salmon belly 200g    广州太热 拿到的时候冰已经完全融化 不过还算新鲜～   Annie Zypern
05.23   Danish imports salmon belly 200g    不错的，有嚼劲，没腥味，很新鲜 Anthony Garverick
04.26   Danish imports salmon belly 200g    这个很好，肉质很肥很嫩。200g的量也合适，毕竟三文鱼吃多了有点腻   Anthony Jacobs
05.29   Danish imports salmon belly 200g    三文鱼很新鲜哦～调料包给的不太够！   Anthony Johnson
04.05   Danish imports salmon belly 200g    晚上八点送到的，冰袋已经融掉了全部。但还是可以了两天内送到 然后就直接拆了吃，一个人一口气吃完了orz。三文鱼表示一张遗照都没有留下。 芥末酱油要差评呀真的，给的太少了，我省吃俭用穿刚刚好够用 然后最重要的是，自己的刀工真的不是一般的差，内心是拒绝的…… 我评论的那么用心一定不能拉肚子什么的啊！ 如果有不良反应来追评 Anthony O'Donnell
06.12   Danish imports salmon belly 200g    顺丰三天才到货，收到货时冰袋都已经融化，所以只好煎熟吃，真是浪费。   Anthony Rawles
05.22   Danish imports salmon belly 200g    很新鲜！服务，包装，都特别好！一定会再买的！  Anthony Witt
05.01   Danish imports salmon belly 200g    还不错 Arianne Irving
03.17   Danish imports salmon belly 200g    挺好的，建议大家购买。 鱼肉新鲜 处理的很好 鲜美   Art Ferguson
06.11   Danish imports salmon belly 200g    收到当天就把三文鱼腩做成生鱼片吃掉了，确实蛮新鲜的 ，不错   Art Foster
05.13   Danish imports salmon belly 200g    收到就吃了，非常美味，肉质鲜嫩！    Arthur Gainer
02.19   Danish imports salmon belly 200g    不知道刚发出来的新鲜程度，冬天隔天到的冰袋都已经化的差不多了，别的店夏天到都还没开始化，可能因为没有整个的泡沫箱，是用胶布贴起来的，保温效果很差，拿到手的是常温的了，总之应该不会再买了    Arthur Prichep
05.23   Danish imports salmon belly 200g    品种和以前买的不一样，鱼腩没有那么肥，但是还是很好吃的 Arthur Wiediger
05.08   Danish imports salmon belly 200g    我以前一直在另外一家店买三文鱼， 自从一次偶然机会广告推送以后就一直在这里买了，这里的鱼非常鲜美，服务也非常让人满意。 Ashley Jarboe
05.31   Danish imports salmon belly 200g    肉还不错，就是慢了点，有水渗出，没变，下次下单要考虑运输时间 服务不错 Astrea Jones
05.28   Danish imports salmon belly 200g    三文鱼很好吃，只是一份只有200g，量太少了，一份完全不过瘾… Barbara Fisher
04.07   Danish imports salmon belly 200g    口感不错，肉质软，就是路上保温温度不够，寄到的时候鱼已经化了成常温的，里面还出了黄色的水，顺丰快递也不行啊，中午到了小区超市里放着，晚上才给我发短信  Barry Blumstein
04.14   Danish imports salmon belly 200g    三文鱼味道好赞…喜欢的不得了…已加购  Barry Franz
05.15   Danish imports salmon belly 200g    新鲜！太好了。以后三文鱼就你家啦！   Barry Franzsisch
05.04   Danish imports salmon belly 200g    新鲜好吃，不晓得是不是天气热了不送四川有点儿难受。   Barry Gonzalez
04.10   Danish imports salmon belly 200g    一点都不好，不新鲜，肉散了，出水了，很糟糕的一次体验，再也不买妳们家的东西了  Barry Pond
05.07   Danish imports salmon belly 200g    老客户 一直在这家买 性价比最高 希望一直会有活动   Barry Weirich
05.23   Danish imports salmon belly 200g    还可以吧，感觉没有上次新鲜   Bart Folk
05.11   Danish imports salmon belly 200g    三文鱼中段好中，有筋的那么中间，不过还好我正巧是喜欢筋的人。三文鱼鱼腩脂肪线也不是太厚。    Bart Pistole
06.05   Danish imports salmon belly 200g    价格还实惠的  Bart Watters
05.26   Danish imports salmon belly 200g    相当好，非常新鲜，会回购的   Becky Castell
05.05   Danish imports salmon belly 200g    新鲜 好吃 就是脂肪层比较少 应该是品种的原因吧    Becky Martin
05.24   Danish imports salmon belly 200g    这次的感觉没有上次的鲜美    Becky Pak
06.11   Danish imports salmon belly 200g    超好，很新鲜  Ben Ferrer
05.28   Danish imports salmon belly 200g    很好 煎了之后也很嫩 宝宝也爱吃    Ben Peterman
03.16   Danish imports salmon belly 200g    超好吃，嫩嫩的，也不腻！    Ben Wallace
05.22   Danish imports salmon belly 200g    好吃，新鲜，正宗    Benjamin Farhat
06.12   Danish imports salmon belly 200g    鱼腩尽管脂肪不多，但是很好吃，还是好评 Benjamin Patterson
05.19   Danish imports salmon belly 200g    三文鱼很鲜美。 Benjamin Venier
03.29   Danish imports salmon belly 200g    味道很好，就是有一袋化冻了，主要是泡沫箱太大，两个冰袋都化了?要准备一些小泡沫箱……  Berenike Kampe
06.07   Danish imports salmon belly 200g    好吃，很鲜，包装也好  Beth Fritzler
06.12   Danish imports salmon belly 200g    挺新鲜 不错  Beth Paige
05.18   Danish imports salmon belly 200g    第三次买了吧～话不多说，很不错！鱼腩真的会好吃很多！  Beth Thompson
05.19   Danish imports salmon belly 200g    还挺新鲜的   Bill Donatelli
06.13   Danish imports salmon belly 200g    稍微有点化了，但是的好吃，肉有点甜丝丝 Bill Eplett
05.24   Danish imports salmon belly 200g    回购多次，第一次尝试鱼腩    Bill Overfelt
05.27   Danish imports salmon belly 200g    顺丰冷链有点难，但全冷链运输质量好   Bill Shonely
06.12   Danish imports salmon belly 200g    超级好吃！都吃完了并没有拍照? Bill Stewart
05.24   Danish imports salmon belly 200g    16年的鱼。吃起来简直了。直接全丢了  Bill Tyler
05.06   Danish imports salmon belly 200g    特别好 第二次买了 每次家里人都抢着吃 Bobby Elias
04.16   Danish imports salmon belly 200g    说真的，挺失望，鱼没有该有的香味，肉也松散。哎 Bobby Odegard
06.13   Danish imports salmon belly 200g    快递四天才到，不敢生吃了只能煎来吃了吧 Bobby Trafton
05.26   Danish imports salmon belly 200g    灰常好！以后还来    Brad Eason
03.28   Danish imports salmon belly 200g    鱼肉不错，里面说明没有讲明产地，网上说是娜威海域，价是很贵的，但殺鱼，发货，运输到家，立刻打开冰代全化了。所以物流和服务只给了四星。  Brad Norvell
04.23   Danish imports salmon belly 200g    好吃，份量也足！！   Brad Thomas
06.12   Danish imports salmon belly 200g    拿到的时候冰已经化了  Bradley Drucker
05.30   Danish imports salmon belly 200g    非常好，很好吃的    Bradley Nguyen
05.26   Danish imports salmon belly 200g    一如既往的好  Bradley Talbott
04.08   Danish imports salmon belly 200g    只能说一般般吧，没有期待的好，就是包装好了一些 Brenda Bowman
05.18   Danish imports salmon belly 200g    挺新鲜！满意  Brendan Dodson
04.02   Danish imports salmon belly 200g    到了就吃了，顺丰很给力，到的时候冰也没有化，只不过鱼腩少了20克，有一点不太开心，果然鱼腩口感更弹，更肥美啊  Brendan Murry
04.13   Danish imports salmon belly 200g    送货不及时，严重影响新鲜度，生鲜产品应该标签签注请及时送货，顺丰快递每次都延误延误再延误！差评！    Brendan Sweed
04.22   Danish imports salmon belly 200g    一直购买，味道鲜美   Brian Dahlen
05.14   Danish imports salmon belly 200g    好快，上海发货第二天上午就到了。    Brian DeCherney
05.31   Danish imports salmon belly 200g    没化 吃后追加 Brian Derr
04.05   Danish imports salmon belly 200g    收到的时候冰还没化，很新鲜，很好吃。还会购买  Brian Moss
05.12   Danish imports salmon belly 200g    鱼腩最好吃啦  Brian Stugart
04.10   Danish imports salmon belly 200g    鱼腩部位味道超好 虽然比中段贵了点 但是还是值的    Brian Thompson
05.06   Danish imports salmon belly 200g    不错，就是冰全化了，鱼腩很香  Brooke Gillingham
05.22   Danish imports salmon belly 200g    好吃，新鲜，正宗    Brosina Hoffman
04.03   Danish imports salmon belly 200g    速度确实快，昨天下午发的今天就到了，能更好的确保新鲜  Bruce Degenhardt
06.04   Danish imports salmon belly 200g    很嫩很鲜美   Bruce Geld
04.23   Danish imports salmon belly 200g    当地顺丰不给力。    Bruce Stewart
05.20   Danish imports salmon belly 200g    一直购买，很好 Bryan Davis
05.03   Danish imports salmon belly 200g    下次还来买   Bryan Mills
04.04   Danish imports salmon belly 200g    很新鲜，但是酱油不好吃 Bryan Spruell
04.01   Danish imports salmon belly 200g    挺新鲜的，送货也很快，还送了调料，太喜欢了   Candace McMahon
05.15   Danish imports salmon belly 200g    物流快，第二天就到，两份价格优惠，好吃，满意  Cari Sayre
04.04   Danish imports salmon belly 200g    买了鱼腩和中段  中段挺好的 不知道为什么鱼腩有股怪味 ，失望啊    Cari Schnelling
04.20   Danish imports salmon belly 200g    很嫩很鲜美！  Carl Jackson
05.12   Danish imports salmon belly 200g    味道不错～   Carl Ludwig
05.07   Danish imports salmon belly 200g    味道不错    Carl Weiss
04.14   Danish imports salmon belly 200g    感觉三文鱼腩比刺身中段的肉更好点    Carlos Daly
04.02   Danish imports salmon belly 200g    已下肚 一个人这么一份 能让我半个月不想吃 太足了量  Carlos Meador
04.03   Danish imports salmon belly 200g    不太新鲜    Carlos Soltero
02.27   Danish imports salmon belly 200g    很新鲜，很好，价格也很划算   Carol Adams
03.16   Danish imports salmon belly 200g    超好吃，嫩嫩的，也不腻！    Carol Darley
03.23   Danish imports salmon belly 200g    超好吃！是真正的三文鱼！    Carol Triggs
04.11   Danish imports salmon belly 200g    非常好，配了酱油和芥末 Caroline Jumper
04.11   Danish imports salmon belly 200g    很新鲜，不错  Cassandra Brandow
03.31   Danish imports salmon belly 200g    很好的，就是酱油给的少啦    Catherine Glotzbach
04.04   Danish imports salmon belly 200g    非常棒的三文鱼！    Cathy Armstrong
04.02   Danish imports salmon belly 200g    会一直回购的  Cathy Hwang
04.13   Danish imports salmon belly 200g    第二次买了，超赞！   Cathy Prescott
03.15   Danish imports salmon belly 200g    不错，吃口也好，第二次买了   Chad Cunningham
02.25   Danish imports salmon belly 200g    简直！太棒了！ Chad McGuire
03.15   Danish imports salmon belly 200g    赞?，质量好，第二次买了    Chad Sievert
04.10   Danish imports salmon belly 200g    口感非常好！  Charles Crestani
02.18   Danish imports salmon belly 200g    确实很肥美，很好吃很新鲜，包装精道。  Charles McCrossin
03.15   Danish imports salmon belly 200g    非常好吃哦，肉质新鲜细腻    Charles Sheldon
02.25   Danish imports salmon belly 200g    好好的，新鲜的，美味的 Charlotte Melton
03.12   Danish imports salmon belly 200g    很棒！很好！！女儿超级喜欢！第二次购买！    Chloris Kastensmidt
02.22   Danish imports salmon belly 200g    煎着吃了，非常嫩，新鲜，好吃  Chris Cortes
03.12   Danish imports salmon belly 200g    很新鲜很好吃！ Chris McAfee
02.17   Danish imports salmon belly 200g    感觉不是那么新鲜。   Chris Selesnick
02.24   Danish imports salmon belly 200g    超级好，新鲜  Christina Anderson



2015 Jun 15	48.09	24.14
